city,fengxiang,yWendu,tianqi,bWendu,fengli,ymd
石家庄,南风~北风,24℃,晴,34℃,微风,2015-08-16
石家庄,南风~北风,24℃,多云,31℃,微风,2015-08-17
石家庄,南风~北风,23℃,阴~雷阵雨,30℃,微风,2015-08-18
石家庄,北风,22℃,阵雨~多云,29℃,微风,2015-08-19
石家庄,南风~北风,22℃,晴,31℃,微风,2015-08-20
石家庄,南风~北风,22℃,晴~多云,33℃,微风,2015-08-21
石家庄,北风,22℃,晴~多云,32℃,微风,2015-08-22
石家庄,北风,20℃,多云,30℃,微风,2015-08-23
石家庄,北风,20℃,雷阵雨~多云,27℃,微风,2015-08-24
石家庄,北风,20℃,雷阵雨~多云,29℃,微风,2015-08-25
济宁,南风,23℃,晴,31℃,微风,2015-08-17
济宁,无持续风向,24℃,多云,31℃,微风,2015-08-18
济宁,无持续风向,20℃,雷阵雨~阴,27℃,微风,2015-08-19
济宁,东南风,21℃,多云,30℃,微风,2015-08-20
济宁,南风,21℃,多云,31℃,微风,2015-08-21
济宁,无持续风向,22℃,多云~雷阵雨,33℃,微风,2015-08-22
济宁,南风~北风,20℃,雷阵雨~多云,31℃,微风,2015-08-23
济宁,无持续风向,20℃,雷阵雨~多云,29℃,微风,2015-08-24
济宁,北风,20℃,多云,28℃,微风,2015-08-25
济宁,北风,20℃,多云,30℃,微风,2015-08-26
济宁,无持续风向,19℃,多云~晴,30℃,微风,2015-08-27
济宁,东南风,21℃,晴,31℃,微风,2015-08-28
济宁,无持续风向,20℃,多云~雷阵雨,30℃,微风,2015-08-29
济宁,南风,22℃,多云~雷阵雨,30℃,微风,2015-08-30
济宁,东南风~东风,19℃,雷阵雨~小到中雨,27℃,微风,2015-08-31
石家庄,南风~北风,21℃,晴,30℃,微风,2015-08-26
石家庄,南风~北风,21℃,晴,31℃,微风,2015-08-27
石家庄,南风~北风,22℃,多云,30℃,微风,2015-08-28
石家庄,南风~北风,21℃,雷阵雨,29℃,微风,2015-08-29
石家庄,东北风~北风,20℃,中雨~雷阵雨,27℃,微风,2015-08-30
石家庄,北风,19℃,阵雨~多云,25℃,微风,2015-08-31
淄博,南风,26℃,多云,33℃,微风,2015-08-01
淄博,南风,27℃,多云~雷阵雨,35℃,微风,2015-08-02
淄博,南风,23℃,中雨~大到暴雨,32℃,微风,2015-08-03
淄博,南风,23℃,雷阵雨,28℃,微风,2015-08-04
淄博,南风,22℃,雷阵雨,31℃,微风,2015-08-05
淄博,东南风,22℃,阵雨~多云,28℃,微风,2015-08-06
淄博,南风,22℃,雷阵雨~多云,30℃,微风,2015-08-07
淄博,东南风,22℃,雷阵雨~多云,31℃,微风,2015-08-08
淄博,东风,22℃,多云,32℃,微风,2015-08-09
淄博,东北风,21℃,多云,32℃,微风,2015-08-10
淄博,东北风,20℃,多云,32℃,3-4级,2015-08-11
淄博,南风,22℃,晴,33℃,微风,2015-08-12
淄博,南风,23℃,晴~多云,35℃,微风,2015-08-13
淄博,南风,22℃,阴~中雨,33℃,微风,2015-08-14
淄博,南风,21℃,多云~晴,30℃,微风,2015-08-15
淄博,南风,22℃,晴,33℃,微风,2015-08-16
淄博,南风,23℃,晴,32℃,微风,2015-08-17
淄博,南风,22℃,多云,32℃,微风,2015-08-18
淄博,南风,20℃,阴~多云,30℃,微风,2015-08-19
淄博,南风,20℃,多云,30℃,微风,2015-08-20
淄博,南风,21℃,多云,32℃,微风,2015-08-21
淄博,南风~东北风,20℃,多云~雷阵雨,32℃,3-4级,2015-08-22
淄博,东北风,20℃,雷阵雨,30℃,微风,2015-08-23
淄博,东北风~北风,19℃,雷阵雨,29℃,微风,2015-08-24
淄博,东北风,19℃,雷阵雨,28℃,3-4级,2015-08-25
东营,东风~南风,25℃,多云,31℃,3-4级,2015-08-01
东营,南风,25℃,多云~雷阵雨,34℃,3-4级,2015-08-02
东营,南风~西风,24℃,大到暴雨,31℃,3-4级,2015-08-03
东营,无持续风向,23℃,雷阵雨~多云,29℃,微风,2015-08-04
东营,南风,24℃,多云~中到大雨,32℃,3-4级,2015-08-05
东营,东风~西风,23℃,小雨~多云,28℃,3-4级,2015-08-06
东营,东风~东南风,24℃,小雨~多云,29℃,3-4级,2015-08-07
东营,东风~东南风,24℃,多云,31℃,3-4级,2015-08-08
东营,东风~东南风,24℃,多云,32℃,3-4级,2015-08-09
淄博,东北风,19℃,雷阵雨,28℃,3-4级,2015-08-26
淄博,南风,18℃,多云,29℃,微风,2015-08-27
淄博,南风,18℃,多云~雷阵雨,31℃,微风,2015-08-28
淄博,南风,19℃,雷阵雨,30℃,微风,2015-08-29
淄博,南风~北风,18℃,雷阵雨,29℃,微风,2015-08-30
淄博,东北风,18℃,雷阵雨,27℃,微风,2015-08-31
东营,东南风,23℃,多云~晴,33℃,3-4级,2015-08-10
东营,东风~西风,24℃,晴,32℃,3-4级,2015-08-11
东营,西风,23℃,晴,33℃,3-4级,2015-08-12
东营,西南风,24℃,晴~多云,34℃,3-4级,2015-08-13
东营,无持续风向,23℃,多云~中雨,33℃,微风,2015-08-14
东营,南风,23℃,多云~晴,32℃,3-4级,2015-08-15
东营,西南风~南风,23℃,晴~多云,32℃,3-4级,2015-08-16
东营,南风,24℃,晴~多云,32℃,3-4级,2015-08-17
东营,南风,24℃,多云,33℃,3-4级,2015-08-18
东营,无持续风向,23℃,多云,31℃,微风,2015-08-19
东营,西风,23℃,多云,30℃,微风,2015-08-20
东营,西北风~南风,23℃,多云,31℃,3-4级,2015-08-21
滨州,西南风~南风,25℃,多云,32℃,微风,2015-08-01
滨州,西南风,25℃,多云~雷阵雨,34℃,微风,2015-08-02
滨州,西南风~北风,22℃,大到暴雨,27℃,3-4级,2015-08-03
滨州,西北风~西南风,23℃,阴~多云,30℃,微风,2015-08-04
滨州,南风~北风,22℃,多云~中到大雨,30℃,微风,2015-08-05
滨州,东北风~西北风,22℃,小雨~多云,28℃,微风,2015-08-06
滨州,北风~东风,22℃,多云,30℃,3-4级,2015-08-07
滨州,东南风,23℃,多云,31℃,微风,2015-08-08
东营,南风,22℃,多云~雷阵雨,32℃,3-4级,2015-08-22
东营,无持续风向,22℃,多云~雷阵雨,29℃,微风,2015-08-23
东营,东北风~北风,22℃,雷阵雨,28℃,3-4级,2015-08-24
东营,东北风~西北风,21℃,雷阵雨,28℃,3-4级,2015-08-25
东营,无持续风向,21℃,雷阵雨~多云,27℃,微风,2015-08-26
东营,西北风~西风,21℃,多云~雷阵雨,29℃,3-4级,2015-08-27
东营,西风~南风,21℃,多云,31℃,微风,2015-08-28
东营,东风,21℃,多云,30℃,3-4级,2015-08-29
东营,东风,20℃,多云,30℃,3-4级,2015-08-30
东营,东南风~东风,20℃,雷阵雨~中雨,28℃,3-4级,2015-08-31
滨州,东南风,23℃,多云,32℃,微风,2015-08-09
滨州,东南风~东北风,22℃,多云,32℃,微风,2015-08-10
滨州,东北风~西南风,21℃,多云~晴,32℃,微风,2015-08-11
滨州,西北风~西南风,23℃,晴,34℃,微风,2015-08-12
滨州,西南风,23℃,晴~多云,34℃,3-4级,2015-08-13
滨州,西南风~南风,22℃,雷阵雨,32℃,微风,2015-08-14
滨州,南风,22℃,多云~晴,31℃,微风,2015-08-15
滨州,西南风,23℃,晴,32℃,微风,2015-08-16
滨州,西南风~南风,23℃,多云,32℃,微风,2015-08-17
滨州,南风,23℃,多云,32℃,微风,2015-08-18
滨州,南风,20℃,雷阵雨~多云,30℃,微风,2015-08-19
滨州,南风~北风,22℃,多云~晴,31℃,微风,2015-08-20
滨州,西北风~南风,20℃,多云,32℃,微风,2015-08-21
滨州,南风~东北风,21℃,多云~雷阵雨,31℃,微风,2015-08-22
滨州,东北风,20℃,雷阵雨~阵雨,29℃,微风~3-4级,2015-08-23
滨州,东北风,21℃,雷阵雨,28℃,微风~3-4级,2015-08-24
滨州,东北风~西北风,19℃,雷阵雨,27℃,3-4级,2015-08-25
枣庄,无持续风向,26℃,雷阵雨~多云,33℃,微风,2015-08-01
枣庄,南风,27℃,多云,34℃,3-4级,2015-08-02
枣庄,无持续风向,27℃,多云~阴,34℃,微风,2015-08-03
枣庄,无持续风向,27℃,多云~阵雨,34℃,微风,2015-08-04
枣庄,南风,24℃,中雨,33℃,3-4级,2015-08-05
枣庄,无持续风向,23℃,阵雨~多云,29℃,微风,2015-08-06
枣庄,无持续风向,24℃,多云~阵雨,30℃,微风,2015-08-07
枣庄,无持续风向,25℃,多云,31℃,微风,2015-08-08
枣庄,无持续风向,24℃,多云~阴,30℃,微风,2015-08-09
滨州,西北风,20℃,雷阵雨~多云,28℃,3-4级~微风,2015-08-26
滨州,北风~西南风,19℃,多云~雷阵雨,28℃,微风,2015-08-27
滨州,南风,19℃,雷阵雨~多云,30℃,微风,2015-08-28
滨州,东北风~东风,19℃,雷阵雨~多云,30℃,微风,2015-08-29
滨州,东风~东北风,18℃,雷阵雨~多云,29℃,微风,2015-08-30
滨州,东风~东北风,19℃,中雨,26℃,微风,2015-08-31
枣庄,无持续风向~东北风,23℃,阴~阵雨,28℃,微风~3-4级,2015-08-10
枣庄,东北风,22℃,晴~多云,31℃,3-4级~微风,2015-08-11
枣庄,无持续风向,23℃,晴~多云,34℃,微风,2015-08-12
枣庄,无持续风向,23℃,晴~多云,33℃,微风,2015-08-13
枣庄,南风,24℃,多云~雷阵雨,32℃,微风,2015-08-14
枣庄,无持续风向,22℃,阵雨~多云,30℃,微风,2015-08-15
枣庄,无持续风向,22℃,多云,30℃,微风,2015-08-16
枣庄,无持续风向,22℃,晴~多云,31℃,微风,2015-08-17
枣庄,无持续风向,23℃,多云,30℃,微风,2015-08-18
枣庄,无持续风向,21℃,阵雨~多云,26℃,微风,2015-08-19
枣庄,无持续风向,21℃,阴~多云,28℃,微风,2015-08-20
枣庄,北风,21℃,多云,31℃,微风,2015-08-21
枣庄,无持续风向,21℃,多云~阴,31℃,微风,2015-08-22
枣庄,无持续风向,21℃,晴~多云,31℃,微风,2015-08-23
枣庄,北风,21℃,雷阵雨~多云,30℃,微风,2015-08-24
枣庄,北风,20℃,晴~多云,30℃,3-4级,2015-08-25
枣庄,无持续风向,20℃,多云,29℃,微风,2015-08-26
枣庄,无持续风向,20℃,多云,29℃,微风,2015-08-27
枣庄,无持续风向,20℃,多云,29℃,微风,2015-08-28
德州,东南风,25℃,多云~阴,31℃,3-4级,2015-08-01
德州,西南风,26℃,雷阵雨~中雨,34℃,3-4级,2015-08-02
德州,东南风,22℃,大到暴雨,29℃,3-4级,2015-08-03
德州,南风,22℃,多云~阴,30℃,微风,2015-08-04
德州,东南风,22℃,小雨~中雨,29℃,微风,2015-08-05
德州,南风,22℃,多云,29℃,微风,2015-08-06
德州,东风,22℃,多云,30℃,微风,2015-08-07
德州,东风,23℃,多云,31℃,3-4级,2015-08-08
德州,东风~东南风,24℃,多云,32℃,微风,2015-08-09
德州,东南风,24℃,晴~多云,33℃,微风,2015-08-10
德州,东风~东北风,23℃,晴~多云,32℃,微风,2015-08-11
德州,南风,23℃,晴~多云,33℃,微风,2015-08-12
德州,西南风,24℃,多云,33℃,3-4级,2015-08-13
德州,南风~北风,24℃,雷阵雨,32℃,微风~3-4级,2015-08-14
德州,南风,24℃,多云~晴,32℃,微风,2015-08-15
德州,南风,24℃,晴,33℃,微风,2015-08-16
德州,南风,24℃,多云,32℃,微风,2015-08-17
德州,东南风,24℃,多云~阴,32℃,微风,2015-08-18
枣庄,无持续风向,20℃,多云~雷阵雨,30℃,微风,2015-08-29
枣庄,无持续风向,20℃,多云,30℃,微风,2015-08-30
枣庄,东风,20℃,多云~雷阵雨,29℃,微风,2015-08-31
德州,西南风~北风,21℃,雷阵雨~多云,31℃,3-4级,2015-08-19
德州,南风,21℃,多云~晴,30℃,微风,2015-08-20
德州,北风~南风,21℃,晴~多云,32℃,微风,2015-08-21
德州,南风~东北风,21℃,多云~雷阵雨,31℃,3-4级,2015-08-22
德州,东北风,20℃,多云~雷阵雨,29℃,3-4级,2015-08-23
德州,北风,20℃,雷阵雨~多云,28℃,3-4级,2015-08-24
德州,北风,20℃,雷阵雨~多云,28℃,微风,2015-08-25
德州,东北风,20℃,雷阵雨~多云,29℃,3-4级,2015-08-26
德州,北风,20℃,多云~雷阵雨,30℃,微风,2015-08-27
德州,南风~北风,20℃,雷阵雨~多云,30℃,微风~3-4级,2015-08-28
德州,南风~北风,20℃,多云~雷阵雨,30℃,3-4级,2015-08-29
德州,东南风,19℃,多云~雷阵雨,29℃,3-4级,2015-08-30
德州,东北风,19℃,中雨~大雨,22℃,3-4级,2015-08-31
威海,南风,25℃,雷阵雨,30℃,4-5级,2015-08-01
威海,南风,26℃,多云,32℃,4-5级~5-6级,2015-08-02
威海,南风,25℃,多云~雷阵雨,31℃,5-6级,2015-08-03
威海,南风,24℃,雷阵雨~暴雨,28℃,5-6级~4-5级,2015-08-04
威海,南风,25℃,雷阵雨~多云,31℃,4-5级,2015-08-05
威海,南风,24℃,雷阵雨,30℃,4-5级,2015-08-06
威海,南风,24℃,多云,29℃,4-5级~3-4级,2015-08-07
威海,南风,24℃,雷阵雨~多云,29℃,4-5级,2015-08-08
威海,南风,23℃,多云,29℃,3-4级,2015-08-09
威海,南风,23℃,多云~阴,29℃,4-5级,2015-08-10
威海,东北风~北风,23℃,多云,28℃,4-5级,2015-08-11
威海,北风~西北风,24℃,多云~晴,29℃,4-5级,2015-08-12
威海,西北风~西南风,24℃,晴,30℃,3-4级,2015-08-13
威海,西南风,24℃,晴,32℃,3-4级,2015-08-14
威海,南风~北风,24℃,多云~阴,32℃,4-5级,2015-08-15
威海,南风,24℃,多云~晴,30℃,3-4级,2015-08-16
威海,南风,24℃,晴~多云,30℃,3-4级,2015-08-17
威海,南风,23℃,晴~多云,30℃,4-5级,2015-08-18
威海,南风,23℃,多云~雷阵雨,28℃,4-5级,2015-08-19
威海,南风~北风,23℃,多云,28℃,4-5级,2015-08-20
威海,北风,23℃,多云,29℃,4-5级,2015-08-21
威海,北风,23℃,多云~阴,29℃,4-5级,2015-08-22
威海,北风,22℃,阴~多云,28℃,4-5级,2015-08-23
威海,东北风,22℃,阴~雷阵雨,28℃,4-5级,2015-08-24
威海,东北风,21℃,中雨~雷阵雨,25℃,4-5级,2015-08-25
威海,北风,22℃,雷阵雨,26℃,4-5级,2015-08-26
威海,北风,22℃,雷阵雨~多云,27℃,4-5级,2015-08-27
威海,北风~南风,22℃,多云,28℃,4-5级,2015-08-28
南京,西南风~南风,27℃,多云,34℃,4-5级~3-4级,2015-08-01
南京,西南风,28℃,晴,37℃,4-5级~3-4级,2015-08-02
南京,西南风,28℃,晴,37℃,4-5级~3-4级,2015-08-03
南京,西南风~南风,29℃,晴,37℃,4-5级~微风,2015-08-04
南京,西南风~东南风,28℃,多云,37℃,3-4级,2015-08-05
南京,东南风~东风,27℃,多云,35℃,3-4级,2015-08-06
南京,东风,26℃,多云,34℃,3-4级,2015-08-07
南京,东风,26℃,雷阵雨,33℃,4-5级,2015-08-08
南京,东风,25℃,中雨~中到大雨,29℃,5-6级,2015-08-09
南京,东风~南风,24℃,暴雨~大雨,27℃,5-6级~4-5级,2015-08-10
南京,西北风~北风,22℃,多云,28℃,4-5级~3-4级,2015-08-11
南京,东南风~东风,23℃,多云,30℃,3-4级~微风,2015-08-12
南京,东风,23℃,阵雨~多云,28℃,3-4级~微风,2015-08-13
南京,东南风,24℃,多云~阴,31℃,3-4级~微风,2015-08-14
南京,东南风~东风,24℃,雷阵雨~阴,31℃,3-4级~微风,2015-08-15
南京,东风,23℃,多云,32℃,微风,2015-08-16
威海,北风,22℃,多云,28℃,4-5级,2015-08-29
威海,北风,21℃,多云,28℃,4-5级,2015-08-30
威海,北风,21℃,多云,27℃,4-5级,2015-08-31
南京,东风,24℃,多云,31℃,3-4级,2015-08-17
南京,东风,24℃,多云~阴,29℃,3-4级,2015-08-18
南京,东风~东南风,24℃,阴~暴雨,30℃,3-4级,2015-08-19
南京,西风~北风,23℃,阵雨~阴,26℃,3-4级,2015-08-20
南京,东北风~东风,23℃,阴,29℃,3-4级,2015-08-21
南京,东北风~东风,21℃,阴~多云,28℃,3-4级,2015-08-22
南京,东北风,21℃,阴,28℃,3-4级~4-5级,2015-08-23
郑州,无持续风向,26℃,多云,33℃,微风,2015-08-01
郑州,无持续风向,27℃,多云,36℃,微风,2015-08-02
郑州,无持续风向,24℃,多云~雷阵雨,35℃,微风,2015-08-03
郑州,无持续风向,23℃,多云~雷阵雨,30℃,微风,2015-08-04
郑州,无持续风向,22℃,阵雨~阴,28℃,微风,2015-08-05
郑州,无持续风向,23℃,晴,33℃,微风,2015-08-06
郑州,无持续风向,23℃,晴~多云,33℃,微风,2015-08-07
郑州,无持续风向,24℃,阴~阵雨,29℃,微风,2015-08-08
郑州,无持续风向,24℃,阵雨,30℃,微风,2015-08-09
郑州,东北风~无持续风向,23℃,阵雨~多云,30℃,微风,2015-08-10
郑州,无持续风向,24℃,多云,32℃,微风,2015-08-11
郑州,无持续风向,23℃,多云,32℃,微风,2015-08-12
郑州,无持续风向,23℃,多云,33℃,微风,2015-08-13
郑州,无持续风向,24℃,阵雨,32℃,微风,2015-08-14
郑州,无持续风向,22℃,晴,33℃,微风,2015-08-15
郑州,无持续风向,23℃,晴,33℃,微风,2015-08-16
南京,东北风~北风,22℃,阵雨~阴,27℃,4-5级~3-4级,2015-08-24
南京,西北风~西风,22℃,多云,30℃,3-4级~微风,2015-08-25
南京,西风~西北风,22℃,多云,30℃,3-4级~微风,2015-08-26
南京,西北风~东北风,21℃,多云,31℃,微风,2015-08-27
南京,北风~东北风,21℃,多云,31℃,微风,2015-08-28
南京,东北风,22℃,多云,30℃,微风,2015-08-29
南京,东风,22℃,多云,31℃,微风~3-4级,2015-08-30
南京,东风,22℃,多云~阴,31℃,微风~3-4级,2015-08-31
郑州,无持续风向,23℃,多云~阴,33℃,微风,2015-08-17
郑州,无持续风向,21℃,阵雨,29℃,微风,2015-08-18
郑州,无持续风向,21℃,阵雨~阴,26℃,微风,2015-08-19
郑州,无持续风向,21℃,多云,31℃,微风,2015-08-20
郑州,无持续风向,21℃,多云,32℃,微风,2015-08-21
郑州,无持续风向,21℃,晴~多云,33℃,微风,2015-08-22
郑州,无持续风向,21℃,阵雨~小雨,30℃,微风,2015-08-23
郑州,东北风,20℃,阵雨~多云,29℃,微风,2015-08-24
郑州,无持续风向,20℃,多云,30℃,微风,2015-08-25
郑州,无持续风向,20℃,晴~多云,31℃,微风,2015-08-26
郑州,无持续风向,20℃,晴,31℃,微风,2015-08-27
郑州,无持续风向,21℃,晴,32℃,微风,2015-08-28
郑州,无持续风向,21℃,雷阵雨~阵雨,31℃,微风,2015-08-29
郑州,无持续风向,21℃,雷阵雨~中雨,30℃,微风,2015-08-30
郑州,无持续风向,19℃,阵雨,27℃,微风,2015-08-31
惠州,无持续风向,26℃,多云~晴,34℃,微风,2015-08-01
惠州,无持续风向,26℃,晴,35℃,微风,2015-08-02
惠州,无持续风向,25℃,多云~晴,35℃,微风,2015-08-03
惠州,无持续风向,26℃,晴,35℃,微风,2015-08-04
惠州,无持续风向,27℃,晴,36℃,微风,2015-08-05
惠州,无持续风向,26℃,多云~晴,35℃,微风,2015-08-06
惠州,无持续风向,28℃,晴,36℃,微风,2015-08-07
惠州,西北风,29℃,多云,38℃,3-4级,2015-08-08
惠州,西风~西南风,27℃,雷阵雨,34℃,3-4级,2015-08-09
惠州,无持续风向,26℃,中雨~阵雨,32℃,微风,2015-08-10
惠州,无持续风向,26℃,雷阵雨~阵雨,31℃,微风,2015-08-11
惠州,无持续风向,26℃,雷阵雨,33℃,微风,2015-08-12
惠州,无持续风向,26℃,雷阵雨,33℃,微风,2015-08-13
惠州,无持续风向,26℃,雷阵雨,32℃,微风,2015-08-14
惠州,无持续风向,25℃,大雨~雷阵雨,31℃,微风,2015-08-15
惠州,无持续风向,26℃,雷阵雨~阵雨,32℃,微风,2015-08-16
惠州,无持续风向,27℃,多云,33℃,微风,2015-08-17
惠州,无持续风向,27℃,多云,35℃,微风,2015-08-18
惠州,无持续风向,27℃,多云,36℃,微风,2015-08-19
惠州,无持续风向,27℃,雷阵雨~多云,34℃,微风,2015-08-20
惠州,无持续风向,27℃,多云,35℃,微风,2015-08-21
邢台,北风~南风,23℃,多云~阵雨,28℃,微风,2015-08-01
邢台,北风,23℃,雷阵雨~中雨,30℃,微风,2015-08-02
邢台,北风,22℃,大雨~中雨,30℃,微风,2015-08-03
邢台,南风,22℃,多云,30℃,微风,2015-08-04
邢台,南风,22℃,阴~多云,30℃,微风,2015-08-05
邢台,北风,22℃,晴~多云,33℃,微风,2015-08-06
邢台,北风,23℃,多云,31℃,微风,2015-08-07
邢台,北风,23℃,多云~阴,31℃,微风,2015-08-08
邢台,北风,23℃,多云,31℃,微风,2015-08-09
邢台,北风,23℃,多云,31℃,微风,2015-08-10
邢台,南风~北风,23℃,晴,33℃,微风,2015-08-11
邢台,南风,23℃,多云~晴,33℃,微风,2015-08-12
邢台,南风,24℃,晴~阴,34℃,微风,2015-08-13
邢台,北风~南风,22℃,雷阵雨~多云,32℃,微风,2015-08-14
邢台,南风,23℃,晴,34℃,微风,2015-08-15
惠州,无持续风向,27℃,多云,35℃,微风,2015-08-22
惠州,无持续风向,27℃,多云,35℃,微风,2015-08-23
惠州,无持续风向,26℃,晴,35℃,微风,2015-08-24
惠州,无持续风向,26℃,晴,35℃,微风,2015-08-25
惠州,无持续风向,26℃,多云,34℃,微风,2015-08-26
惠州,无持续风向,26℃,雷阵雨,34℃,微风,2015-08-27
惠州,无持续风向,26℃,雷阵雨,33℃,微风,2015-08-28
惠州,无持续风向,25℃,中雨~大雨,30℃,微风,2015-08-29
惠州,无持续风向,25℃,大到暴雨~大雨,30℃,微风,2015-08-30
惠州,无持续风向,25℃,大雨~中雨,30℃,微风,2015-08-31
邢台,南风,23℃,晴~多云,34℃,微风,2015-08-16
